Type,Amount,OriginAccNumber,OriginOldBalance,OriginNewBalance,DestAccNumber,TransactionDate,TransactionId,OrigCountry,OriginInternalUserId
CASH_IN,73210.99,C1412322831,7548829.13,7622040.12,C1435804085,2016-09-11,TRF-zeiqRHwgNIeX,ID,C-a1a8f6e3-c8b6-4a73-b98a-795ee5e595d8
CASH_IN,236747.6,C1902801188,7622040.12,7858787.73,C757108857,2015-11-25,TRF-SXiENmBdSvvg,SG,C-633e0046-a39d-400f-bc82-b68f3a368642
CASH_IN,6284.18,C534753234,7858787.73,7865071.9,C1749186397,2015-02-14,TRF-RQoBGZmjaUks,SG,C-8d1c79c4-28b1-473b-877b-158e369af2af
CASH_IN,100198.77,C864326906,7865071.9,7965270.68,C1750905143,2019-07-22,TRF-cVXsxZrXPNpS,ID,C-c6d53673-65c8-41b5-be79-71df049fa68e
CASH_IN,160347.32,C1122233828,7965270.68,8125617.99,C33524623,2017-02-19,TRF-HirftjOBczBR,SG,C-38cb2230-e883-4662-bbca-fce5856118aa
CASH_IN,289272.75,C1475192960,8125617.99,8414890.75,C75457651,2018-03-11,TRF-jZCuJzlAuvjF,ID,C-b3b523ce-ee7e-422d-8b49-60a36c5a1b4a
CASH_IN,63189.26,C1815370847,8414890.75,8478080.0,C1860513229,2016-12-23,TRF-FTosYcZWlxxM,SG,C-ad6a1f55-4480-4566-86be-3f34533a58aa
CASH_IN,196725.32,C1003206025,8478080.0,8674805.32,C451111351,2015-03-14,TRF-OALgBZaISHnw,MY,C-72583b32-5625-4b49-8c62-91b07740b328
PAYMENT,5882.32,C1431556341,10252.0,4369.68,M1479909053,2016-05-15,TRF-zWHvQSsqoLcC,ID,C-71ac28f3-14e8-4cb8-b20f-054b798f164f
DEBIT,625.92,C1868578441,30165.0,29539.08,C811587677,2022-12-04,TRF-jNZSNqkbnbCq,ID,C-9b5e38de-bdf5-4533-be29-1aff458a08c4
PAYMENT,5937.72,C1161148117,21779.0,15841.28,M733461760,2022-10-18,TRF-zWqYQgCxBunh,SG,C-61ad1131-ce6b-45e3-8799-8ba3c97e4193
PAYMENT,9796.29,C1207231495,274658.0,264861.71,M1323531427,2020-04-23,TRF-TiONQJhGJjck,ID,C-8eb67478-2c8b-4c6f-9db2-cfe91a952c79
PAYMENT,13449.95,C1464177809,11080.0,0.0,M1400973979,2017-06-10,TRF-HyJvvgwXTAGK,SG,C-d99006fb-25ed-4b30-99ee-8d30f614ec1b
PAYMENT,4749.6,C767511741,8038.0,3288.4,M1105416433,2017-10-05,TRF-TajtSTkrCpXc,SG,C-7a56157d-70bc-4447-8bd6-6b7ac655e941
PAYMENT,6460.86,C647973805,31009.0,24548.14,M404947798,2021-12-16,TRF-setdjzxilCwL,MY,C-b4da99f8-5ce7-4f98-aa88-f859083ff3f4
PAYMENT,3605.26,C1890266440,10120.0,6514.74,M1455204443,2019-10-09,TRF-aWUzrJvCYvyE,SG,C-66952c8f-e6cc-4cda-99b9-5ecb8f9bb657
PAYMENT,624.61,C472991420,52594.0,51969.39,M1978209605,2015-01-23,TRF-DOhPDpwJlFQx,SG,C-a9d1ba3b-19f7-4c80-8c4e-9416b18705a1
PAYMENT,3854.92,C1784834205,9241.0,5386.08,M1394356510,2021-08-09,TRF-MujknRRQfuCr,ID,C-2fa25b73-02bd-4daf-8d83-35413df1dd75
TRANSFER,420532.33,C2083217543,5386.08,0.0,C1971489295,2022-01-03,TRF-jsCZtMuKbKaI,ID,C-055a8e86-7c89-4f88-89f5-6bb36c524585
PAYMENT,4402.86,C864326906,4469.0,66.14,M1919834117,2020-06-09,TRF-XoBNBhbnAZON,SG,C-5d026c18-9a38-49ad-9b57-b7ca1d0c3597
CASH_OUT,147804.02,C2015301874,66.14,0.0,C1182461167,2022-10-08,TRF-fbmOgEnaEzyP,MY,C-1ce3ba6d-5f82-4211-9dfe-8878831c95e7
PAYMENT,151.2,C665137804,1904.0,1752.8,M246003654,2018-03-31,TRF-VfWQqDevYqcB,MY,C-745462d4-8ce4-4eb5-83e1-ad8b13907516
PAYMENT,58.21,C371976476,14506.0,14447.79,M248710794,2016-05-12,TRF-pNgAktVkRumZ,ID,C-1be994b3-f636-419c-a345-7e8013d59241
PAYMENT,5936.82,C2123914473,741.0,0.0,M1073741635,2021-04-29,TRF-YjJwwVEpVguz,SG,C-6d4e8ea8-4bac-486f-b4f1-46706edaa58f
CASH_OUT,145944.67,C636959006,24376.0,0.0,C1123629720,2020-11-17,TRF-JKmzrPAAOahX,ID,C-46aba8c8-47db-4792-aa05-4eb5d4e7a4e4
TRANSFER,7206.33,C94830685,24932.0,17725.67,C1032986144,2021-03-12,TRF-OvieUevzjilw,MY,C-149a4c2a-7522-4967-8139-1675a769e2cd
DEBIT,5581.55,C16373883,530.0,0.0,C1282788025,2015-09-15,TRF-CgRuEQFfQHQN,ID,C-7510daab-84cc-4af0-be7e-803bee73a617
DEBIT,5853.21,C929706284,5039.0,0.0,C662736689,2022-09-30,TRF-cmWHiroLiTXj,ID,C-6c2151ad-a009-4f60-ba9b-dae44161f949
PAYMENT,2528.1,C1523084197,5037.0,2508.9,M1625090026,2018-07-06,TRF-iDtuFPjnNKCK,SG,C-df3e6e9d-9f39-4890-a02a-9faa3f4abf46
PAYMENT,5655.17,C751608431,9522.0,3866.83,M265824587,2020-10-13,TRF-EfzRmYaUtlRv,ID,C-749a7309-ae8e-4c7e-a43a-5ac45981762e
PAYMENT,1456.09,C893523498,101018.0,99561.91,M41092582,2018-03-01,TRF-RqHZEwBrjayK,MY,C-a4c3a1d3-6110-4180-bb05-04e6c4e3abb5
PAYMENT,4252.82,C1984094095,5545.0,1292.18,M1345265484,2015-08-07,TRF-qMSFBTfIcPEa,MY,C-382c2676-e52b-44d5-9dfc-3be7d2e3bf37
TRANSFER,276460.62,C1057468716,595.0,0.0,C1360767589,2022-12-24,TRF-dPaUWYKbgOeU,MY,C-30067165-0812-4e8b-8635-017eb2b4b80b
PAYMENT,8811.67,C1718906711,30848.0,22036.33,M1950800085,2020-07-09,TRF-YcvDMBkIBQPs,SG,C-00c4cf15-7965-4fe4-8c25-be9f294b7429
PAYMENT,12666.68,C628392976,891.0,0.0,M1337829755,2022-05-27,TRF-XmhevPOApGoz,ID,C-4def1100-a87b-42dd-bb0f-acb43f013374
CASH_OUT,95636.49,C567852222,0.0,0.0,C1740000325,2018-07-17,TRF-ussmTXvgorYZ,MY,C-1f6c28b4-3331-4791-87be-f21ed738b322
CASH_OUT,195314.34,C231725600,0.0,0.0,C2083562754,2022-12-01,TRF-VWxMHFCFBwMQ,ID,C-96d67600-3798-4cbf-a774-87388f4b63ae
PAYMENT,6049.09,C837246227,1.0,0.0,M314364096,2019-05-19,TRF-dGdAxfJzKFNr,SG,C-c7623fa0-fdf7-4374-97fb-63e64f56c031
PAYMENT,14306.8,C1979055448,0.0,0.0,M1205559205,2020-07-19,TRF-hevOHFZlWFQx,SG,C-23e52404-a987-4932-84a6-a70f193c507c
PAYMENT,1117.34,C691779749,35611.0,34493.66,M1098986569,2019-03-27,TRF-BKvFgdgqvHbD,ID,C-cf301801-0df0-4608-9998-d7002e0d990e
DEBIT,3179.7,C1858015030,124703.85,121524.14,C1540270363,2021-10-29,TRF-FVVrAzmDasUS,SG,C-2fa25b73-02bd-4daf-8d83-35413df1dd75
PAYMENT,2880.68,C1398260359,121524.14,118643.46,M276869158,2018-08-19,TRF-zWOfJGrPeLIn,SG,C-0bf06952-228f-4aa9-bb5d-6f70186ea1dd
PAYMENT,3060.54,C686349795,118643.46,115582.92,M1527214863,2019-10-19,TRF-riXtEocdQIWx,SG,C-5ce38ae2-bab7-42c5-a226-67db237b3963
PAYMENT,879.42,C1241938981,115582.92,114703.5,M172699023,2017-11-15,TRF-GFDsBnLJdEKz,SG,C-a1284776-afed-48a9-8bfd-d30eb5bbf79c
PAYMENT,3486.78,C599782425,114703.5,111216.72,M1831882653,2016-03-14,TRF-CwfDOyazIAyI,MY,C-6468554a-71c1-4323-a446-ed460ad83047
PAYMENT,21530.96,C204322447,111216.72,89685.77,M1552400354,2016-11-21,TRF-HWkxKiUGMZtY,SG,C-ecb481a8-e219-4aa8-876c-c76a41094fc3
PAYMENT,2426.31,C1774690057,89685.77,87259.46,M1078566479,2022-10-20,TRF-UqOlJuwvkeCX,SG,C-90e20c36-fce1-474d-86e8-0a870a62dc9f
PAYMENT,5110.1,C1721045976,87259.46,82149.35,M819245704,2021-09-24,TRF-FvdWtAamAKtY,MY,C-0e3b492b-da9c-4581-b24c-9aef555034dc
PAYMENT,207.75,C749604930,82149.35,81941.6,M1089584667,2017-10-12,TRF-wbBIlRuGJAqH,ID,C-60106b97-ad8b-4750-b6ae-de963dab5952
PAYMENT,18437.04,C1978504976,81941.6,63504.55,M1865201235,2021-04-15,TRF-FXWORKKxDViP,ID,C-a75ff587-a031-4755-9265-82d3b7ef224e
PAYMENT,8690.69,C1829460911,63504.55,54813.86,M1493988307,2022-03-04,TRF-LGOFHOsIOCia,ID,C-61ad1131-ce6b-45e3-8799-8ba3c97e4193
PAYMENT,4946.03,C2080643905,54813.86,49867.83,M1636322481,2022-02-15,TRF-sNKKttaoTKit,MY,C-2991bdbc-0df6-46b1-a637-d7d860bbd9a1
PAYMENT,5432.09,C2066892165,49867.83,44435.75,M1338368149,2019-04-26,TRF-qsjSKeXLFJkE,MY,C-3c571156-1241-4949-8736-048ccd5b0834
PAYMENT,7649.41,C1407324654,44435.75,36786.34,M1620459733,2018-03-30,TRF-emWUeFjVSYUM,ID,C-76b24f5c-30e8-407c-aa34-ada8cc037ced
PAYMENT,3943.17,C1556867940,36786.34,32843.16,M435914790,2017-06-05,TRF-TSRvLjBtwYXL,ID,C-db4c5982-2081-4a1d-b000-9bd308f7fc15
PAYMENT,3101.33,C589363823,32843.16,29741.84,M1273958371,2018-06-25,TRF-lIlcmnssBdnm,MY,C-cfaf629c-f37a-49f3-bf5f-1d3dd0ca2bd1
TRANSFER,51719.13,C1924990666,882.0,0.0,C1629911510,2017-09-25,TRF-pTFyZHNSfjIR,ID,C-b0e5252c-1617-42dc-b244-33bf593134a2
PAYMENT,13465.91,C260084831,0.0,0.0,M1433208870,2016-08-02,TRF-RrrZnNOWDIDz,ID,C-e28f4058-ad80-4c91-8fc7-949617ec87b1
PAYMENT,19561.05,C1182311147,0.0,0.0,M1437988306,2020-05-02,TRF-ZJrJKCFNLCvN,MY,C-24c4acfd-c5fe-4b40-94d1-9f37ceb6f9d5
PAYMENT,9762.28,C785625589,129.0,0.0,M1718322084,2018-10-01,TRF-SLuiRJqOSIvU,ID,C-487a096b-1623-48e4-922b-4fa1a96f2cf5
PAYMENT,9778.81,C373097727,18824.0,9045.19,M251520863,2015-09-27,TRF-bzQElLSiHtSq,SG,C-e2a04883-137f-4ba8-a299-0a149e500148
CASH_OUT,562903.81,C118555812,9045.19,0.0,C33524623,2020-10-02,TRF-bSOzAxxfHuGB,SG,C-e7648a85-f932-4365-a37c-fb2f2c96029e
PAYMENT,5055.94,C1978504976,30295.0,25239.06,M731243659,2017-03-26,TRF-OwVRyEaVBJHb,SG,C-382c2676-e52b-44d5-9dfc-3be7d2e3bf37
PAYMENT,2858.89,C1839206329,21820.0,18961.11,M1037955032,2020-02-05,TRF-ZxdLghDTCijp,MY,C-f6c6a06a-3003-4057-9e97-5589326ee60e
PAYMENT,8531.42,C476579021,18961.11,10429.69,M314562573,2019-03-14,TRF-ZcATvFVNIMkv,SG,C-60eab2b6-94ec-42d9-a4c8-ad63dac2bb91
PAYMENT,84.22,C1172535934,25828.0,25743.78,M333693383,2017-10-31,TRF-ieMbPlCvFciN,ID,C-311bac8e-2fcb-4393-aaf7-39d4341f3cec
CASH_OUT,227478.01,C191568263,25743.78,0.0,C1590550415,2023-01-19,TRF-mnMiiYzdrMxv,MY,C-4bfe1da0-f01f-45ff-9fb2-6bc58fac8df4
PAYMENT,5033.02,C647973805,23946.7,18913.68,M1819038759,2016-11-18,TRF-qDdJNswuUxuY,SG,C-0d45edc1-dcdf-4da1-a9a5-526a6feb6439
TRANSFER,100588.8,C1049590050,18913.68,0.0,C2050019814,2016-03-04,TRF-welOnvkXHXBG,MY,C-44af1eee-738b-4414-9d7d-b81f5eafe519
PAYMENT,9374.72,C882646447,21064.0,11689.28,M331596257,2015-08-04,TRF-VtVVBqhDVgTn,SG,C-78586d49-ff6d-4c3e-ae3f-49392b6e8d0e
PAYMENT,598.24,C1548271808,102631.0,102032.76,M509864971,2016-09-22,TRF-zhrRSvpBZNDc,MY,C-f712bef6-ae44-4cc5-bfe5-73c3b40ee02c
PAYMENT,4531.55,C1692073709,20125.0,15593.45,M911501858,2018-11-02,TRF-gzEFPTIQuELP,SG,C-4511d61f-d20f-4440-bee7-9f61c27ea9a4
PAYMENT,2998.2,C1441328175,15593.45,12595.25,M694069884,2018-05-25,TRF-AHDywFjFKFVV,MY,C-ecaebf7f-44f6-4cf5-95dc-81061d1b4343
PAYMENT,9269.99,C2022689531,12595.25,3325.26,M747158012,2019-05-04,TRF-TAFDjNrxnzbk,MY,C-72bd8472-1eb4-424d-ab8c-b530ee282e2d
PAYMENT,1209.64,C104261836,3325.26,2115.61,M948675904,2018-08-28,TRF-LlwsCsAfWNUR,SG,C-c42a8d93-f07a-40b1-81f6-b8274688983f
PAYMENT,1298.7,C1423016050,2115.61,816.91,M785271142,2015-09-22,TRF-jxICmSdvgAEQ,SG,C-31c74c33-750f-499f-a114-66701fde8370
PAYMENT,7797.0,C855700733,816.91,0.0,M2023026843,2016-05-13,TRF-lPjDAuQuFTNy,MY,C-32ecee14-2390-4392-81b3-2773f0a97153
PAYMENT,5831.03,C417797183,0.0,0.0,M1628551735,2022-08-15,TRF-ulQgPdxRjdCP,SG,C-116951a7-a256-4fb1-b995-a6e6e3e33fd4
PAYMENT,7067.9,C1419332030,0.0,0.0,M606775513,2015-01-08,TRF-HXUDRogEuENA,SG,C-ebf35440-9d3f-4b9e-88fa-9c15eebd0881
PAYMENT,14895.51,C865858182,0.0,0.0,M935160003,2020-11-20,TRF-wVhuGBSqzMXW,ID,C-b91484c3-d095-4161-ae27-cc4b478d1c3a
PAYMENT,3316.21,C1697281847,0.0,0.0,M300604602,2016-02-26,TRF-AtDhrCJOHORQ,MY,C-b0e5252c-1617-42dc-b244-33bf593134a2
PAYMENT,22276.0,C1200048933,0.0,0.0,M453398853,2018-06-20,TRF-laUnySEzBcOZ,SG,C-37fba096-c6bc-4c25-8457-01d9d4e45b13
PAYMENT,16505.51,C882646447,0.0,0.0,M34073107,2016-08-22,TRF-fADWAnsuKKmz,MY,C-c64e53ab-dc52-40dc-b055-cff54a71953d
PAYMENT,636.95,C42820240,0.0,0.0,M1658512704,2020-10-22,TRF-CbAkouEsmozp,SG,C-4e39c06d-45f0-4a12-b0c4-dc7c508769db
PAYMENT,2056.59,C970781872,0.0,0.0,M1699578227,2022-06-17,TRF-hMqrunRGQhBV,SG,C-91418b17-f3b7-4f74-84eb-2947d08aea40
PAYMENT,704.74,C1491860739,0.0,0.0,M1661777060,2019-12-19,TRF-BzYFgGLTYknC,ID,C-880e23c2-c4fd-48e9-bd36-1ec56c923cdf
PAYMENT,3222.32,C1003206025,0.0,0.0,M259630944,2020-05-28,TRF-lkxgxJrknpdw,ID,C-560899c1-77e8-464d-8d45-28620efbbb56
PAYMENT,11889.61,C1902801188,0.0,0.0,M316335490,2018-06-26,TRF-kzQjblHRvzHM,SG,C-f10c9eb7-34d6-400f-80d8-f89ff2640b16
PAYMENT,9491.89,C1260440107,0.0,0.0,M1637613097,2021-03-17,TRF-UeosWkCkIWHH,SG,C-557e6065-1653-48b4-9ca2-ab046ba413e4
PAYMENT,6131.21,C811207775,0.0,0.0,M515273883,2018-06-30,TRF-NbHwjeACiNrl,SG,C-c85acf39-c61b-49e4-b883-c63b6e735044
PAYMENT,11938.61,C1052768296,0.0,0.0,M1535026957,2020-08-27,TRF-kTEsAKFYIpJc,ID,C-0d29e0bf-993a-47a9-9c39-5bd64ba370da
PAYMENT,4233.45,C1028145537,0.0,0.0,M105966264,2015-05-27,TRF-EpCXHsxYSeya,MY,C-112d22d5-cf15-4e2c-98fc-7ff0e166f63d
PAYMENT,32643.79,C1373949107,0.0,0.0,M505231702,2017-11-27,TRF-qdbhpMKuwRVA,ID,C-3d232317-6da8-4a6b-a903-781673407bc9
PAYMENT,622.15,C1241938981,14112.8,13490.65,M1311292881,2020-02-13,TRF-qyURnLQurGKy,MY,C-e6ef447b-cf28-4e23-a325-18e5352a4eb1
PAYMENT,4573.12,C636959006,13490.65,8917.54,M617928649,2016-10-31,TRF-VDjEYlkBrGey,SG,C-93d20501-63bd-4484-93e2-d0ab97330d9e
PAYMENT,6057.8,C487416600,6996.1,938.3,M79919963,2016-07-29,TRF-CZFsqeBfWsUd,MY,C-b8aa2979-7de6-4eef-8187-bdc1684c6f07
PAYMENT,5770.32,C25936709,938.3,0.0,M1907604549,2018-04-26,TRF-ZDaoonjNNsla,MY,C-a9f4300a-5f90-4d20-b161-e786f8bf42b3
PAYMENT,9152.97,C635611994,0.0,0.0,M353023213,2022-10-11,TRF-OevoYDVOtmOA,ID,C-dd805870-f8de-4d3f-8ab2-3bb2cb4e3c1b
DEBIT,12154.7,C2066892165,39699.0,27544.3,C451111351,2017-12-28,TRF-wLiPlMxwSKeZ,MY,C-0030c6b6-de03-4818-bd4b-5af818ac9cec
PAYMENT,8378.01,C1384563514,80899.44,72521.43,M979550238,2017-01-05,TRF-ULmnNlpEMtzR,ID,C-f05b9e99-a3d0-4d96-8ad7-ae5c71198ac0
PAYMENT,9616.45,C237373286,72521.43,62904.98,M1558395480,2019-04-14,TRF-PZGsMVUVHaPn,ID,C-14ba07d3-260d-4c61-88c7-509a42fffc25
PAYMENT,2231.28,C1926027290,12998.0,10766.72,M1416415959,2017-05-13,TRF-JEAUioRFPfzA,MY,C-4638e055-8504-4b88-a0c3-f29f41ee6059
PAYMENT,4932.54,C753631393,136555.0,131622.46,M371397455,2018-12-01,TRF-FPphjKaIUrzE,MY,C-2bffbbbb-9465-4df0-b350-9c5c626cafbc
CASH_IN,65413.89,C1765702,131622.46,197036.35,C614685048,2022-02-03,TRF-HYTSKFuZCnoa,ID,C-f93ee5c5-5ab3-4b93-9b8a-ba8de1e39b69
CASH_IN,98560.08,C1195396074,197036.35,295596.43,C434091818,2018-12-13,TRF-BAhZESdUmetk,SG,C-21dc5d71-2516-4d86-b999-31fc6a1c78c4
CASH_IN,15054.61,C1244867001,295596.43,310651.04,C832279283,2018-01-13,TRF-nVqArxhwRUaE,ID,C-2a100b3f-596d-4375-9615-8600f81c17f0
CASH_IN,161632.16,C1269118128,310651.04,472283.2,C985934102,2019-07-31,TRF-sbtHHYfxJOFG,ID,C-90881641-9f44-448d-b911-e7a6030b7bad
CASH_IN,47529.19,C888611662,472283.2,519812.39,C1359044626,2021-07-13,TRF-evXcRumnqrvo,SG,C-fffb146f-4d2d-43bd-a02e-11b1fe7f3cec
CASH_IN,9577.45,C961859592,519812.39,529389.85,C838411509,2020-12-23,TRF-pEClTBScufDV,MY,C-d3e7a03e-4eef-4f60-b3c2-dd7ab35ef6e8
CASH_IN,414238.59,C9844218,529389.85,943628.44,C1359044626,2015-09-30,TRF-UqjGjkuCRNWX,ID,C-95b8b7ab-ecf5-4383-ac22-9f25b7ddd0b2
CASH_IN,89327.65,C708613859,943628.44,1032956.09,C451111351,2018-11-10,TRF-oGcXXcAVdNfz,SG,C-5a1d13b3-5622-49e9-b117-1ba432326c16
CASH_IN,194900.16,C798622145,1032956.09,1227856.25,C1262822392,2016-11-22,TRF-BHvoKHIDXFCm,ID,C-e7db50a8-f6c7-4075-b795-a3a76356d204
CASH_IN,24470.43,C544386226,1227856.25,1252326.68,C1360767589,2016-10-17,TRF-aJnugHQfkLSv,ID,C-bc5bfcd3-b799-4af1-9c4a-0865109ed683
CASH_IN,217668.38,C1902801188,1252326.68,1469995.06,C476800120,2021-11-20,TRF-WtjtULfwtOQZ,ID,C-b4425691-a9f5-4ca1-bd4b-8860897cbe76
CASH_IN,9067.51,C479734028,1469995.06,1479062.57,C1182461167,2023-01-04,TRF-VmegbtMqHNab,MY,C-72583b32-5625-4b49-8c62-91b07740b328
CASH_IN,336827.91,C2023917549,1479062.57,1815890.48,C476402209,2019-09-03,TRF-wXiwokYiFwWF,MY,C-f4457029-10c1-4ecd-a49c-f3e53474c597
CASH_IN,45317.95,C1815370847,1815890.48,1861208.43,C2096057945,2020-02-22,TRF-EAjPXwEjqjBC,MY,C-d578545b-a9b3-42aa-9372-b0fe3ef0d048
CASH_IN,230021.01,C1003206025,1861208.43,2091229.45,C1170794006,2019-03-17,TRF-gJEjyVtDEpyF,MY,C-8a3ab360-dd85-43cc-8420-b2c844f3f6a5
CASH_IN,154578.28,C104261836,2091229.45,2245807.73,C564160838,2021-07-20,TRF-WeEHQFpyeMaC,SG,C-fcb71b28-f597-460f-890e-2319284d9b2d
CASH_IN,314134.01,C1946111918,2245807.73,2559941.74,C1509514333,2020-12-19,TRF-VRgrggKLRdqs,MY,C-a82c5bfe-1f8f-487c-a00f-d3ffb5d235c3
CASH_IN,206405.92,C628392976,2559941.74,2766347.65,C453211571,2019-01-29,TRF-mfXlLKsExZsj,MY,C-df1c97df-4e73-4e0a-b780-671f941eec27
CASH_IN,158995.29,C922807452,2766347.65,2925342.94,C1816757085,2016-06-02,TRF-adAtnuxHXxBQ,MY,C-a76ae894-d84e-4e4c-93a5-a344d544fad9
CASH_IN,188238.54,C1514214932,2925342.94,3113581.47,C766572210,2021-05-25,TRF-gXsYczXUkSQW,SG,C-c1b5a0f5-ffa8-416c-b65a-e7efe82c6ce4
CASH_IN,21255.8,C247162961,3113581.47,3134837.27,C1381128261,2018-10-06,TRF-DkUhSGqIXqeP,SG,C-37d71ae5-9d4d-40a5-8056-dcbab7dbd828
CASH_IN,205955.77,C1805443519,3134837.27,3340793.04,C1688019098,2020-07-16,TRF-tyTzEbDYaGhF,MY,C-040f9b53-b416-4cd7-b7b4-3122c676463b
CASH_IN,178370.36,C1003206025,3340793.04,3519163.4,C1590550415,2018-09-01,TRF-mZLZKpELDaYw,MY,C-41ffec6f-0013-4470-8840-5cb782ae18e0
CASH_IN,42547.96,C293474277,3519163.4,3561711.36,C673068808,2015-07-11,TRF-MkaOWpzIiHXp,SG,C-a07e1175-c333-4d78-9a77-adb2b3456d08
CASH_IN,15152.15,C407148497,3561711.36,3576863.51,C1262822392,2016-11-12,TRF-hHnBqjMugoUS,SG,C-f93ee5c5-5ab3-4b93-9b8a-ba8de1e39b69
CASH_IN,39249.67,C1026483832,3576863.51,3616113.18,C1225616405,2017-06-16,TRF-FOyJUTMqgphh,MY,C-50f8b2b3-e54a-43cc-927b-e54e9a3459c3
CASH_IN,101669.17,C864248990,3616113.18,3717782.35,C1234776885,2017-11-13,TRF-RVPxqEeyOsEC,ID,C-8c08e57d-1bb3-4264-aa35-f9e7ee1b7d6f
CASH_IN,81694.11,C1265053098,3717782.35,3799476.47,C2083562754,2015-01-31,TRF-wYBMXVnfdWJF,MY,C-6dfc9d10-54ac-4870-b074-354199a5e81b
CASH_IN,10266.7,C175595853,3799476.47,3809743.17,C1256728724,2022-12-17,TRF-RgKTbwbmmpTF,ID,C-73dad70c-a9fc-4a14-9532-a2db8a236f24
CASH_IN,35502.25,C547441493,3809743.17,3845245.42,C1832580921,2021-01-28,TRF-MWhoWLgvQKHd,SG,C-0030c6b6-de03-4818-bd4b-5af818ac9cec
CASH_IN,183250.0,C544386226,3845245.42,4028495.42,C736709391,2018-08-16,TRF-pzgRiJVbQxpr,SG,C-1fbebf99-7842-47b8-96ea-bd310c9f56ee
CASH_IN,219220.21,C1634723627,4028495.42,4247715.63,C451111351,2015-03-25,TRF-pXCxrzWyVnjq,MY,C-63de8692-2d62-451b-8481-2a102ee61636
CASH_IN,254895.5,C1552870927,4247715.63,4502611.13,C1509514333,2019-10-14,TRF-hqAOJDHgeYgT,SG,C-67a38b63-0274-4655-8500-7028ad4231aa
CASH_IN,143148.97,C1733056574,4502611.13,4645760.1,C1170794006,2018-07-09,TRF-puZbAMddVZeu,ID,C-7a3a72a1-83e7-435b-85ba-1145226acc88
CASH_IN,132457.52,C2103763750,4645760.1,4778217.62,C1262822392,2019-05-10,TRF-pVzwWVoteBbG,MY,C-551d4df7-1807-460e-a90d-40fddee75472
CASH_IN,148834.28,C476579021,4778217.62,4927051.9,C766572210,2018-01-16,TRF-kErtqnboemFP,MY,C-c79a548b-20f3-41a4-8ed0-bbabf35dcb32
CASH_IN,106727.81,C1751500625,4927051.9,5033779.71,C665576141,2016-04-29,TRF-JHhAQZeevcIH,MY,C-6d1cb0c0-d65b-4a5c-bead-44111775a1a4
CASH_IN,223123.71,C1788380050,5033779.71,5256903.42,C1359044626,2021-09-11,TRF-npZPsuVFRKaz,SG,C-9aa715bb-f8a3-44b8-a701-f4138b8af0c0
CASH_IN,194311.34,C1149407083,5256903.42,5451214.77,C33524623,2018-04-14,TRF-eEGPDXCfurQW,MY,C-dfe6072d-e4bf-43b5-a560-a2b2f919a30f
CASH_IN,338964.91,C1896074070,5451214.77,5790179.68,C766572210,2018-01-17,TRF-ZqasVNmCeLWx,MY,C-2495a2cf-cc67-44fa-b4ea-9145fbe84306
CASH_IN,247575.4,C1828508781,5790179.68,6037755.07,C1262822392,2021-09-09,TRF-HmRtTEyrIhXf,ID,C-0a0a88fa-1fdf-427d-aa1d-3103eeb13091
CASH_IN,29467.02,C1091234211,6037755.07,6067222.09,C1749186397,2018-04-22,TRF-KgnFsvotllHt,SG,C-bf8c405c-1673-42f8-aed4-10a5a9989dc2
CASH_IN,90340.16,C365625031,6067222.09,6157562.25,C1590550415,2021-03-04,TRF-ickqjcNcXOSq,SG,C-4b732116-53c3-4dc9-8dac-7d1c3a61b1a1
CASH_IN,198847.32,C792855998,6157562.25,6356409.58,C1023714065,2020-02-05,TRF-nxFNxcQKeRvU,SG,C-6c2151ad-a009-4f60-ba9b-dae44161f949
CASH_IN,155075.41,C504336483,6356409.58,6511484.99,C1971489295,2016-09-02,TRF-GdJgKnMMBkrL,ID,C-d147684b-808c-44d1-98b9-d440002b6fff
CASH_IN,76932.89,C740007499,6511484.99,6588417.88,C1023714065,2016-02-22,TRF-KjOlMWNrpwel,SG,C-f28a94a1-3806-4bf0-b15d-938445562629
CASH_IN,92971.79,C538667887,6588417.88,6681389.66,C796533847,2022-01-31,TRF-ktfNOwRCwgzg,MY,C-838c0fe5-7b01-41a5-80a1-99d98d497f71
CASH_IN,7322.98,C743648472,6681389.66,6688712.64,C146305349,2019-12-21,TRF-kxbkVCmUlGSz,ID,C-d10b45b6-9228-4097-bbbb-8ff27bfd8262
CASH_IN,222126.95,C1959708563,6688712.64,6910839.59,C1286084959,2015-05-26,TRF-hVAopBoNTUcP,ID,C-7a893848-404f-43ac-8ed9-bcdb68c51449
CASH_IN,62983.91,C929706284,6910839.59,6973823.5,C1740000325,2022-01-22,TRF-fBvlTbxrITCG,SG,C-f2237f02-ba33-4fca-b07b-49f9912a9d8e
CASH_IN,1271.77,C1706272858,6973823.5,6975095.27,C932583850,2021-01-06,TRF-GXxCJEbnRzpi,SG,C-73dad70c-a9fc-4a14-9532-a2db8a236f24
CASH_IN,246816.65,C1411543296,6975095.27,7221911.92,C33524623,2016-01-26,TRF-HXmDwuZvkuVE,MY,C-67c2415e-54d2-490c-81dc-b68ffcfe6872
CASH_IN,21898.97,C82275756,7221911.92,7243810.89,C747464370,2019-02-16,TRF-GEusodyJgAaV,MY,C-bf8c405c-1673-42f8-aed4-10a5a9989dc2
